comments,labels
Teletalk এসব ফালতু কথা বাদ দিয়ে নেটওয়ার্ক সমস্যা নিয়ে কাজ করুন।,CNI
"Teletalk that's 3g modem, but I need 4g modem",CNI
"Jalokhati, rajapur er net 3G theke 4G koren plz teletalk",CNI
ফোরজি পায়না আপনাকে নেট দিয়ে করমু কি,CNI
Onek net kharap rajapur,CNI
"নাটোর সদর, উপজেলা,,,,,,স্পিড স্লো,,,",CNI
"Iqbal Uddin প্রিয় গ্রাহক, নেটওয়ার্ক কাভারেজ কাজ চলছে আশা করি দ্রুত সমাধান হয় যাবে।",CCI
এসএমএস প্যাক নেবো কিভাবে?,CCI
আমাদের এলাকায় নেটওয়ার্কের অবস্থা খুবই খারাপ। ফোনে কথা বলা ছাড়া ৩জি ৪জি কোন নে… See more,CNI
এমবি ট্রান্সফার করা যায় না কেন,CNI
ঠিকঠাক নিজের সীমের প্যাকেজ পর্যন্ত দেখা যায় না। না ডায়াল করে না অ্যাপস ব্যবহার করে,DP
নেট অনেক স্লো ঢাকার মধ্যে ও,CNI
স্টুডেন্টদের জন্য কি কি সিম আছে?,CCI
আপনাদের যে জঘন্য নেটওয়ার্ক ব্যবস্থা।তাতে ১৭ টাকায় ২ জিবি কেন?১৭ টাকায় ১৭ জিবি দিলেও নিব না।,CNI
আমি একজন এসএসসি শিক্ষার্থী আমি একটা বর্ণমালা সিম রেজিস্ট্রেশন করছিলাম ১৭ তারিখ চিমটি এখনো উঠাইতে পারি নাই আজ হচ্ছে ২৫ তারিখ ওই রেজিস্ট্রেশন টি কি হবে না নতুন করে আবার করতে হবে দয়া করে জানালে উপকৃত হতাম,CCI
"Ohidur Rahman Bappy প্রিয় গ্রাহক, নেটওয়ার্ক কাভারেজ কাজ চলছে আশা করি দ্রুত সমাধান হয় যাবে।",CCI
3g টা ভালো ভাবে দেন সবজায়গাই 4g টা না হয় বাদ দেন,CNI
কিশোরগঞ্জ সদরে আজকে সকাল থেকে টেলিটকের নেটওয়ার্ক নাই। তাছাড়া অন্য সব সময় নেটওয়ার্ক ঠিকমতো না থাকায় নেট স্লো কাজ করে,CNI
Teletalk ami jogajog korci. But biometric regIStration r somoi ami finger diya reges triton korta bula gaci.akon amr sim ta ki r use korta parbo,CCI
অফারটির ডায়াল কোড কত ???,CCI
আমারে পাগলে কামড়েছে যে ২৫ টাকায় এই অফার কিনবো,DP
Apps থেকে প্যাকেজ টা তুলে নেওয়াতে অনেক সমস্যা হয়েছে,CCI
আগে আপনারা আপনাদের নেটওয়ার্ক ঠিক করেন,CNI
RS Raihan Babu ময়মনসিংহ সদর ময়মনসিংহ কাস্টমার কেয়ার সেন্টার,CCI
গাজীপুর পূবাইলে এখনো 4G পাওয়া যায় না,CNI
"টেলিটক এ কি কোনো সমস্যা হচ্ছে , কল করা যাচ্ছে না কেন?",CNI
আগে আপনা‌দের নেটওয়ার্ক ঠিক ক‌রেন। ঢাকা সি‌টি শহর অথচ এর‌ ভিতর অ‌নেক জায়গায় নেট নাই।,CNI
নেটওয়ার্ক থাকে না তাই সিম বাক্সের ভেতরে রেখে দিসি।।,CNI
টেলিটকের নেটওয়ার্ক এর কাজ কি সারা বাংলাদেশের চলতেছে,CNI
Not satISfied network IS very down...,CNI
"kamrangirchar, dhaka এই এলাকায় কারেন্ট চলে নেট ঠিকমত কাজ করে না",CNI
"GM Hossain প্রিয় গ্রাহক, নেটওয়ার্ক কাভারেজ কাজ চলছে আশা করি দ্রুত সমাধান হয় যাবে।",CNI
মেয়াদ ৩০ দিন হলে ভালো হতো ৷৷,AV
টেলিটক বিষয়ে কিছু কথা । যুদ্ধ ময়দান থেকে একটি গাধাকে পিঠে করে নিয়ে যাচ্ছে কারণ । যে রাস্তাগুলোতে মাইন্ড পুতে রেখেছে হয়তো গাধা সেই রাস্তায় গিয়ে নিজেদের বিপদে ফেলবে । টেলিটকের কিছু কর্মকর্তা রয়েছে বন জঙ্গলে টাওয়ার করে টেলিটক কোম্পানিকে বিপদে ফে… See more,CNI
