comments,labels
তোদের নেট তোদের পিছন দিয়া ভরে দেওয়া উচিত.....। প্রত্যেক বার টাকা দিয়া MB কিনেও নেট চালাতে পারি না........,NS
রবি নেটওয়ার্ক কে আরো strong হতে হবে ঢাকার বাইরের অনেক জেলায় এর নেটওয়ার্ক অনেক অনেক দুর্বল,NS
আমি রবি সিম ব্যবহার করি কিন্তু আমাদের ঘরে এবং বাইরে মটে নেট পাই না কারণ আমাদের বাড়ি আসে পাশে কোনো টাওয়ার নাই ২ কিলোমিটার দূরে আছে তাই ভালো নেটওয়ার্ক পাই না ভালো নেটওয়ার্ক না পাবাই আমাদের বাড়িতে অনেক জোনে রবি সিম চালানো বন্ধ করে দিচে আমি চাই আমাদের বাড়ি পাশে একটা রবি টাওয়ার বসানো হক,NS
রবি  4.5G হয়েছে। কিন্তুু আমরা ঠিক মতে নেট পাচ্ছি না। কেন।?,NS
"রবি সিম ব্যবহার করে ভালোই লাগে, কিন্তু আমাদের এলাকায় দীর্ঘক্ষন কারেন্ট না থাকলে নেটওয়ার্ক চলে যায় ",NS
রবি ছিমটা ভালো তবে আমাদের এখানে নেট পাইনা ভাই যদি পেতো আমরাও রবি ছিমটাই ব্যবহার করতাম,NS
3rd class network city tei slow grame ki r bolbo,NS
"Robi network is dead,",NS
"রবির নেটওয়ার্ক এত ভালো যে, আমার এলাকায় একটুও নেট পাইনা, নেটওয়ার্কই নাই",NS
ভুয়া নেটওয়ার্ক,NS
ঘরের জানালা বন্ধ করলে 2G ও থাকে না,NS
রবি ইন্টারনেটে অনেক সমস্যা করে। যা বলার বায়রে।,NS
Bangladesh er jesob abal der network somporke kono darona nai shudu tarai comment a bolbe robi best,NS
"সার্ভিস ভালো কিন্তু গ্রামে নেটওয়ার্ক নাই । খোলা মাঠে গিয়ে ইন্টারনেট ব্যবহার করতে হয় । বাড়িতে বা বাড়ির আশেপাশে 2জি সব সময় ,, নেটওয়ার্ক এর মান উন্নয়ন করুন ।",NS
কোনো  নেটওয়ার্ক ই পাই  সব সময় E,NS
একটুও নেট পাওয়া যায় না তাহলে কীভাবে সিম ব্যবহার করবে মানুষ যেখানে টাওয়ার আছে সেখানে হয়তো পাওয়া যায় আমাদের এলাকায় একটুও নেট পায় না যদি নেট সার্ভিস ভালো দেন তাহলে সিম সবাই ব্যবহার করবে।,NS
Bhai anar bedroom e 3G o pai na. Ektu dekhen na,NS
কোনো টাওয়ার এ নেই। নেট এ পায় নাহ,NS
রবির কোন নেটওয়ার্কে পাওয়া যায় না সাতবাঢ়ীয়া উনিয়নে,NS
Rampal er network akdom baja,NS
"jota diya bairabo,ak tu net o nai,thada pore gase,golameer hut hogol",NS
রবি সিম আর চালাবো না মনে হয়। যদিও নেটওয়ার্ক ভালো কিন্তু কোন ভালো অফার দেয় না এখন,CNI
বালর 4 g. দেশেত দূরের কথা গরো ডুকি গেলও নেট তাকেনা,CNI
Ho ho vai onk valo net mone koren baire theke ghore dukhte deri sim er net off hoiia jaite deri nai eto sundor net,NS
কারেন্ট চলে গেলে নেটওয়ার্ক উধাও হয়ে যায়।এটা কেমন নেটওয়ার্ক,CNI
নেটওয়ার্ক যা অবস্থা,CNI
Robi SIM network pai na,CNI
Amader elakay net thik koren. Even no 2g coverage in our area,CNI
Tai to bathroom eo network pai na,CNI
Bangladesh er sob teke durbol Internet robi,CNI
Bhaii amdr akhana robi tawar o ACA kintu net thaka NH,CNI
Robi jodio sera hoi but net a prosur problem hmm,CNI
Robi 4.5 g haha sondha 6ta bajlai 3g pay na,NS
Robi  contact korle ki hobe Network to ar barbena,NS
Amader akhane net problem jar karone Robi use kori na,CNI
Apnader 4G  Ma sah allah  network speed  like 2G,NS
"Dhaka tay internet ar aktu valo kortay hobay,DhakaR bahir a purai kharP obosta internet ar",NS
4G ঠিকঠাক মত পাইনা আবার 4.5G,NS
আমার এলাকায় রবি নেটওয়ার্ক খুবি সমস্যা,CNI
জেলা নোয়াখালী থানা হাতিয়া  চর  কিং সাহাব বাজার  রবি নেটওয়ার্ক  নাই,CNI
